id,date,year,source_database,origin,attack_vector,attack_description,country,industry_type,subcategory,attack_details,ti_safe_score,impact,link_at_the_internet
804,04/07/2020,2020,CIRWA,null,null,Orange (mobile operator),France,Communication and telecommunications sector,Communications ,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.forbes.com/sites/daveywinder/2020/07/17/orange-europes-fourth-largest-mobile-operator-confirms-ransomware-attack-nefilim-data-theft/#484e9d184780' rel='' target='_self'>https://www.forbes.com/sites/daveywinder/2020/07/17/orange-europes-fourth-largest-mobile-operator-confirms-ransomware-attack-nefilim-data-theft/#484e9d184780</a>
803,03/07/2020,2020,TI Safe,null,null,Iran threatens retaliation after what it calls possible cyber attack on nuclear site,Iran,Sector and Production Systems ,"Nuclear Reactors, Materials, and Waste","DUBAI (Reuters) - Iran will retaliate against any country that carries out cyber attacks on its nuclear sites, the head of civilian defence said, after a fire at its Natanz plant which some Iranian officials said may have been caused by cyber sabotage.",5,Fire in a nuclear facility,<a href='https://www.reuters.com/article/us-iran-nuclear-natanz-idUSKBN2441VY ' rel='' target='_self'>https://www.reuters.com/article/us-iran-nuclear-natanz-idUSKBN2441VY </a>
802,01/07/2020,2020,CIRWA,null,null,Trinity Metro (Forth Worth transit agency),United States,Transport sector and systems,Transportation Systems,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.scmagazine.com/home/security-news/ransomware/netwalker-ransomware-group-claims-attack-on-fort-worth-transportation-agency/' rel='' target='_self'>https://www.scmagazine.com/home/security-news/ransomware/netwalker-ransomware-group-claims-attack-on-fort-worth-transportation-agency/</a>
801,01/07/2020,2020,CIRWA,null,null,ADIF (Spanish railway manager),Spain,Transport sector and systems,Transportation Systems,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://cointelegraph.com/news/spanish-railway-infrastructure-threatened-by-ransomware' rel='' target='_self'>https://cointelegraph.com/news/spanish-railway-infrastructure-threatened-by-ransomware</a>
800,01/07/2020,2020,CIRWA,null,null,Regis Healthcare (health and aged care provider),Australia,Government Facilities,Healthcare and Public Health,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.afr.com/technology/aged-care-provider-regis-hit-by-ransomware-hack-20200803-p55hxu' rel='' target='_self'>https://www.afr.com/technology/aged-care-provider-regis-hit-by-ransomware-hack-20200803-p55hxu</a>
799,01/07/2020,2020,CIRWA,null,null,Thai Beverage Public Company,Thailand,Agricultural sector ,"Agriculture, food and beverage",Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.itwire.com/security/maze-used-to-attack-on-big-thai-beverages-company.html' rel='' target='_self'>https://www.itwire.com/security/maze-used-to-attack-on-big-thai-beverages-company.html</a>
798,01/07/2020,2020,CIRWA,null,null,Actuaries and Associates (retirement specialist),United States,Banking and finance sector ,Financial Services,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.itwire.com/security/attackers-use-revil-ransomware-to-hit-texas-retirement-specialist.html' rel='' target='_self'>https://www.itwire.com/security/attackers-use-revil-ransomware-to-hit-texas-retirement-specialist.html</a>
797,01/07/2020,2020,CIRWA,null,null,Canada's Royal Military College,Canada,Government facilities sector ,Government Facilities,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.itwire.com/security/ransomware-suspected-in-attack-on-canada-defence-academy.html' rel='' target='_self'>https://www.itwire.com/security/ransomware-suspected-in-attack-on-canada-defence-academy.html</a>
796,01/07/2020,2020,CIRWA,null,null,Durham Radio,Canada,Communication and telecommunications sector,Communications ,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.fyimusicnews.ca/articles/2020/07/19/durham-radio-beats-back-ransomware-attack' rel='' target='_self'>https://www.fyimusicnews.ca/articles/2020/07/19/durham-radio-beats-back-ransomware-attack</a>
795,29/06/2020,2020,CIRWA,null,null,Ostermeir FZE (engineering firm),United Arab Emirates,Manufacturing and automation sector,Critical Manufacturing,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://cyware.com/blog/live-updates-maze-ransomware-attacks-5bce' rel='' target='_self'>https://cyware.com/blog/live-updates-maze-ransomware-attacks-5bce</a>
794,28/06/2020,2020,CIRWA,null,null,VirtualGuard,United States,Information Technology,Emergency Services,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://cyware.com/blog/live-updates-maze-ransomware-attacks-5bce' rel='' target='_self'>https://cyware.com/blog/live-updates-maze-ransomware-attacks-5bce</a>
793,25/06/2020,2020,CIRWA,null,null,Xerox Corporation,England,Information Technology sector ,Information Technology,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.crn.com.au/news/xerox-files-allegedly-stolen-by-maze-ransomware-group-reports-550026' rel='' target='_self'>https://www.crn.com.au/news/xerox-files-allegedly-stolen-by-maze-ransomware-group-reports-550026</a>
792,22/06/2020,2020,CIRWA,null,null,Electricity Generating Authority of Thailand,Thailand,Energy sector ,Energy,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.itwire.com/security/attackers-hit-thai-power-authority-using-maze-ransomware.html' rel='' target='_self'>https://www.itwire.com/security/attackers-hit-thai-power-authority-using-maze-ransomware.html</a>
791,20/06/2020,2020,CIRWA,null,null,SilPac,United States,Energy sector ,Energy,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.itwire.com/security/criminals-use-sekhmet-ransomware-to-hit-gas-company-silpac-twice.html' rel='' target='_self'>https://www.itwire.com/security/criminals-use-sekhmet-ransomware-to-hit-gas-company-silpac-twice.html</a>
790,19/06/2020,2020,TI Safe,null,null,Australia cyber attacks: PM Morrison warns of 'sophisticated' state hack,Australia,Government facilities sector ,Government Facilities,"Mr Morrison did not name specific cases but said it had spanned ""government, industry, political organisations, education, health, essential service providers and operators of other critical infrastructure"".",5,null,<a href='https://www.bbc.com/news/world-australia-46096768 ' rel='' target='_self'>https://www.bbc.com/news/world-australia-46096768 </a>
789,16/06/2020,2020,CIRWA,null,null,Care New England,United States,Transportation Systems,Healthcare and Public Health,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://turnto10.com/news/local/cyber-security-expert-says-care-new-england-hack-is-indicative-of-ransomware' rel='' target='_self'>https://turnto10.com/news/local/cyber-security-expert-says-care-new-england-hack-is-indicative-of-ransomware</a>
788,14/06/2020,2020,CIRWA,null,null,Tallapoosa County Probate Office (Alabama),United States,Government facilities sector ,Government Facilities,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.alexcityoutlook.com/news/tallapoosa-county-recovers-from-ransomware-attack/article_11c1983e-b23a-11ea-a31f-c353b4adbb67.html' rel='' target='_self'>https://www.alexcityoutlook.com/news/tallapoosa-county-recovers-from-ransomware-attack/article_11c1983e-b23a-11ea-a31f-c353b4adbb67.html</a>
787,11/06/2020,2020,CIRWA,null,null,"Knoxville PD and City of Knoxville, TN (Knox County)",United States,Government facilities sector ,Government Facilities,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.wate.com/news/local-news/knoxville-will-not-pay-ransomware-attacker' rel='' target='_self'>https://www.wate.com/news/local-news/knoxville-will-not-pay-ransomware-attacker</a>
786,10/06/2020,2020,CIRWA,null,null,John Christner Trucking,United States,Transport sector and systems,Transportation Systems,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://minutodaseguranca.blog.br/ransomware-maze-anuncia-invasao-nas-redes-da-cpfl-e-outras-empresas/' rel='' target='_self'>https://minutodaseguranca.blog.br/ransomware-maze-anuncia-invasao-nas-redes-da-cpfl-e-outras-empresas/</a>
785,10/06/2020,2020,CIRWA,null,null,FERSPED Inc. (Macedonian shipping company),Macedonia,Transport sector and systems,Transportation Systems,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.cyfirma.com/maze-ransomware-group-declared-successful-exploits-of-many-organizations-and-released-massive-data-on-public-site-in-one-day/' rel='' target='_self'>https://www.cyfirma.com/maze-ransomware-group-declared-successful-exploits-of-many-organizations-and-released-massive-data-on-public-site-in-one-day/</a>
784,10/06/2020,2020,CIRWA,null,null,Omnix Int'l,United Arab Emirates,Information Technology sector ,Information Technology,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://minutodaseguranca.blog.br/ransomware-maze-anuncia-invasao-nas-redes-da-cpfl-e-outras-empresas/' rel='' target='_self'>https://minutodaseguranca.blog.br/ransomware-maze-anuncia-invasao-nas-redes-da-cpfl-e-outras-empresas/</a>
783,10/06/2020,2020,CIRWA,null,null,"City of Keizer, Oregon",United States,Government facilities sector ,Government Facilities,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.govtech.com/security/Keizer-Ore-Pays-48000-to-Hackers-After-Ransomware-Attack.html' rel='' target='_self'>https://www.govtech.com/security/Keizer-Ore-Pays-48000-to-Hackers-After-Ransomware-Attack.html</a>
782,10/06/2020,2020,CIRWA,null,null,Domingos Martins,Brazil,Government facilities sector ,Government Facilities,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://minutodaseguranca.blog.br/ransomware-maze-anuncia-invasao-nas-redes-da-cpfl-e-outras-empresas/' rel='' target='_self'>https://minutodaseguranca.blog.br/ransomware-maze-anuncia-invasao-nas-redes-da-cpfl-e-outras-empresas/</a>
781,10/06/2020,2020,CIRWA,null,null,Daily Thermetrics,United States,Manufacturing and automation sector,Critical Manufacturing,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://minutodaseguranca.blog.br/ransomware-maze-anuncia-invasao-nas-redes-da-cpfl-e-outras-empresas/' rel='' target='_self'>https://minutodaseguranca.blog.br/ransomware-maze-anuncia-invasao-nas-redes-da-cpfl-e-outras-empresas/</a>
780,10/06/2020,2020,CIRWA,null,null,United Enertech (US construction company,United States,Manufacturing and automation sector,Critical Manufacturing,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.cyfirma.com/maze-ransomware-group-declared-successful-exploits-of-many-organizations-and-released-massive-data-on-public-site-in-one-day/' rel='' target='_self'>https://www.cyfirma.com/maze-ransomware-group-declared-successful-exploits-of-many-organizations-and-released-massive-data-on-public-site-in-one-day/</a>
779,10/06/2020,2020,CIRWA,null,null,"Westmoreland Mechanical Testing and Research, Inc.",United States,Manufacturing and automation sector,Critical Manufacturing,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://minutodaseguranca.blog.br/ransomware-maze-anuncia-invasao-nas-redes-da-cpfl-e-outras-empresas/' rel='' target='_self'>https://minutodaseguranca.blog.br/ransomware-maze-anuncia-invasao-nas-redes-da-cpfl-e-outras-empresas/</a>
778,10/06/2020,2020,CIRWA,null,null,Munoz Engineering PC,United States,Manufacturing and automation sector,Critical Manufacturing,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://minutodaseguranca.blog.br/ransomware-maze-anuncia-invasao-nas-redes-da-cpfl-e-outras-empresas/' rel='' target='_self'>https://minutodaseguranca.blog.br/ransomware-maze-anuncia-invasao-nas-redes-da-cpfl-e-outras-empresas/</a>
777,10/06/2020,2020,CIRWA,null,null,"Mead O'Brien, Inc",United States,Manufacturing and automation sector,Critical Manufacturing,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://minutodaseguranca.blog.br/ransomware-maze-anuncia-invasao-nas-redes-da-cpfl-e-outras-empresas/' rel='' target='_self'>https://minutodaseguranca.blog.br/ransomware-maze-anuncia-invasao-nas-redes-da-cpfl-e-outras-empresas/</a>
776,10/06/2020,2020,CIRWA,null,null,Ahmed Almazrouei Group,United Arab Emirates,Manufacturing and automation sector,Critical Manufacturing,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://minutodaseguranca.blog.br/ransomware-maze-anuncia-invasao-nas-redes-da-cpfl-e-outras-empresas/' rel='' target='_self'>https://minutodaseguranca.blog.br/ransomware-maze-anuncia-invasao-nas-redes-da-cpfl-e-outras-empresas/</a>
775,09/06/2020,2020,CIRWA,null,null,Lion (Beverage giant),Australia,Agricultural sector ,"Agriculture, food and beverage",Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.zdnet.com/article/lion-warns-of-beer-shortages-following-ransomware-attack' rel='' target='_self'>https://www.zdnet.com/article/lion-warns-of-beer-shortages-following-ransomware-attack</a>
774,08/06/2020,2020,TI Safe,null,null,Honda operations disrupted after suspected cyber attack,Global,Manufacturing and automation sector,Critical Manufacturing,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.bizjournals.com/dayton/news/2020/06/08/honda-operations-disrupted-after-suspected-cyber.html' rel='' target='_self'>https://www.bizjournals.com/dayton/news/2020/06/08/honda-operations-disrupted-after-suspected-cyber.html</a>
773,08/06/2020,2020,CIRWA,null,null,Collabera,United States,Information Technology sector ,Information Technology,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.teiss.co.uk/collabera-maze-ransomware-attack/' rel='' target='_self'>https://www.teiss.co.uk/collabera-maze-ransomware-attack/</a>
772,07/06/2020,2020,CIRWA,null,null,Enel Argentina Edesur S.A. Buenos Aires,Argentina,Energy sector ,Energy,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.bleepingcomputer.com/news/security/power-company-enel-group-suffers-snake-ransomware-attack/' rel='' target='_self'>https://www.bleepingcomputer.com/news/security/power-company-enel-group-suffers-snake-ransomware-attack/</a>
771,07/06/2020,2020,CIRWA,null,null,Honda Motor Co.,Global,Manufacturing and automation sector,Critical Manufacturing,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.bleepingcomputer.com/news/security/honda-investigates-possible-ransomware-attack-networks-impacted/' rel='' target='_self'>https://www.bleepingcomputer.com/news/security/honda-investigates-possible-ransomware-attack-networks-impacted/</a>
770,06/06/2020,2020,CIRWA,null,null,Lorien Health Services ,United States,Water and Wastewater Systems,Healthcare and Public Health,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://securityboulevard.com/2020/07/maryland-based-nursing-home-announces-ransomware-attack-affecting-nearly-50000-residents/' rel='' target='_self'>https://securityboulevard.com/2020/07/maryland-based-nursing-home-announces-ransomware-attack-affecting-nearly-50000-residents/</a>
769,05/06/2020,2020,CIRWA,null,null,2 undisclosed Alabama cities,United States,Government facilities sector ,Government Facilities,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.govinfosecurity.com/city-pays-ransom-despite-pre-ransomware-outbreak-hack-alert-a-14427' rel='' target='_self'>https://www.govinfosecurity.com/city-pays-ransom-despite-pre-ransomware-outbreak-hack-alert-a-14427</a>
768,05/06/2020,2020,CIRWA,null,null,"City of Florence, Alabama",United States,Government facilities sector ,Government Facilities,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://krebsonsecurity.com/2020/06/florence-ala-hit-by-ransomware-12-days-after-being-alerted-by-krebsonsecurity/' rel='' target='_self'>https://krebsonsecurity.com/2020/06/florence-ala-hit-by-ransomware-12-days-after-being-alerted-by-krebsonsecurity/</a>
767,03/06/2020,2020,CIRWA,null,null,Digital Manament Inc. (NASA Contractor),United States,Information Technology sector ,Information Technology,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.zdnet.com/article/ransomware-gang-says-it-breached-one-of-nasas-it-contractors/' rel='' target='_self'>https://www.zdnet.com/article/ransomware-gang-says-it-breached-one-of-nasas-it-contractors/</a>
766,01/06/2020,2020,CIRWA,null,null,Westech International (US military contractor),United States,Sector and Production Systems ,"Nuclear Reactors, Materials, and Waste",Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://news.sky.com/story/hackers-steal-secrets-from-us-nuclear-missile-contractor-11999442' rel='' target='_self'>https://news.sky.com/story/hackers-steal-secrets-from-us-nuclear-missile-contractor-11999442</a>
765,01/06/2020,2020,CIRWA,null,null,LG Electronics,South Korea,Information Technology sector ,Information Technology,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.zdnet.com/article/ransomware-gang-publishes-tens-of-gbs-of-internal-data-from-lg-and-xerox/' rel='' target='_self'>https://www.zdnet.com/article/ransomware-gang-publishes-tens-of-gbs-of-internal-data-from-lg-and-xerox/</a>
764,01/06/2020,2020,CIRWA,null,null,Symbiotic LLC,United States,Information Technology sector ,Information Technology,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://cointelegraph.com/news/robotics-company-falls-prey-to-ransomware-attack' rel='' target='_self'>https://cointelegraph.com/news/robotics-company-falls-prey-to-ransomware-attack</a>
763,01/06/2020,2020,CIRWA,null,null,Sapiens (Software Company),Israel,Information Technology sector ,Information Technology,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.israeldefense.co.il/en/node/43540' rel='' target='_self'>https://www.israeldefense.co.il/en/node/43540</a>
762,01/06/2020,2020,CIRWA,null,null,"Crozer-Keystone Health System (Delaware County, PA)",United States,Aerospace,Healthcare and Public Health,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://cointelegraph.com/news/ransomware-gang-auctions-off-us-healthcare-data-for-bitcoin' rel='' target='_self'>https://cointelegraph.com/news/ransomware-gang-auctions-off-us-healthcare-data-for-bitcoin</a>
761,01/06/2020,2020,CIRWA,null,null,Columbus Metro Federal Credit Union,United States,Banking and finance sector ,Financial Services,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.cutoday.info/Fresh-Today/One-CU-s-Personal-Member-Data-Reportedly-Posted-on-Internet-as-Part-of-Ransomware-Attack' rel='' target='_self'>https://www.cutoday.info/Fresh-Today/One-CU-s-Personal-Member-Data-Reportedly-Posted-on-Internet-as-Part-of-Ransomware-Attack</a>
760,01/06/2020,2020,CIRWA,null,null,Indiabulls Group,India,Banking and finance sector ,Financial Services,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://economictimes.indiatimes.com/industry/banking/finance/ransomware-allegedly-hits-indiabulls-group-cyble/articleshow/76525764.cms' rel='' target='_self'>https://economictimes.indiatimes.com/industry/banking/finance/ransomware-allegedly-hits-indiabulls-group-cyble/articleshow/76525764.cms</a>
759,01/06/2020,2020,CIRWA,null,null,Goodman Mintz LLP,Canada,Banking and finance sector ,Financial Services,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://cointelegraph.com/news/well-known-ransomware-gang-strikes-three-companies-in-the-us-and-canada' rel='' target='_self'>https://cointelegraph.com/news/well-known-ransomware-gang-strikes-three-companies-in-the-us-and-canada</a>
758,01/06/2020,2020,CIRWA,null,null,Electricity Generating Authority of Thailand,Thailand,Energy sector ,Energy,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.itwire.com/security/attackers-hit-thai-power-authority-using-maze-ransomware.html' rel='' target='_self'>https://www.itwire.com/security/attackers-hit-thai-power-authority-using-maze-ransomware.html</a>
757,01/06/2020,2020,CIRWA,null,null,Medservicegroup,Ukraine,Manufacturing and automation sector,Critical Manufacturing,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.bullguard.com/blog/2020/06/medical-company-turns-to-bullguard-small-office-security-for-robust-protection-against-ransomware' rel='' target='_self'>https://www.bullguard.com/blog/2020/06/medical-company-turns-to-bullguard-small-office-security-for-robust-protection-against-ransomware</a>
756,01/06/2020,2020,CIRWA,null,null,Faxon Machining,United States,Manufacturing and automation sector,Critical Manufacturing,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://cyware.com/news/maze-ransomware-does-it-again-this-time-targets-us-aerospace-services-provider-07a1dacd' rel='' target='_self'>https://cyware.com/news/maze-ransomware-does-it-again-this-time-targets-us-aerospace-services-provider-07a1dacd</a>
755,01/06/2020,2020,CIRWA,null,null,Fisher and Paykel Appliances,New Zealand,Manufacturing and automation sector,Critical Manufacturing,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.itnews.com.au/news/fisher-paykel-appliances-struck-by-nefilim-ransomware-549102' rel='' target='_self'>https://www.itnews.com.au/news/fisher-paykel-appliances-struck-by-nefilim-ransomware-549102</a>
754,01/06/2020,2020,CIRWA,null,null,Unnamed small company,United States,Manufacturing and automation sector,Critical Manufacturing,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.techrepublic.com/article/ransomware-attack-why-a-small-business-paid-the-150000-ransom/' rel='' target='_self'>https://www.techrepublic.com/article/ransomware-attack-why-a-small-business-paid-the-150000-ransom/</a>
753,01/06/2020,2020,CIRWA,null,null,Webuild SpA (industrial group),Italy,Manufacturing and automation sector,Critical Manufacturing,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://cyware.com/blog/live-updates-maze-ransomware-attacks-5bce' rel='' target='_self'>https://cyware.com/blog/live-updates-maze-ransomware-attacks-5bce</a>
752,01/06/2020,2020,CIRWA,null,null,Mitsubishi,Europe,Manufacturing and automation sector,Critical Manufacturing,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://cointelegraph.com/news/lg-and-mitsubishi-hit-by-ransomware-attacks-data-leak-coming-soon' rel='' target='_self'>https://cointelegraph.com/news/lg-and-mitsubishi-hit-by-ransomware-attacks-data-leak-coming-soon</a>
751,01/06/2020,2020,CIRWA,null,null,WorldNet Telecommunications and ISP,Puerto Rico,Communication and telecommunications sector,Communications ,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://cyware.com/blog/live-updates-maze-ransomware-attacks-5bce' rel='' target='_self'>https://cyware.com/blog/live-updates-maze-ransomware-attacks-5bce</a>
750,29/05/2020,2020,CIRWA,null,null,Conducent,United States,Information Technology sector ,Information Technology,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.crn.com/news/channel-programs/conduent-hit-by-maze-ransomware-documents-stolen-security-analysts' rel='' target='_self'>https://www.crn.com/news/channel-programs/conduent-hit-by-maze-ransomware-documents-stolen-security-analysts</a>
749,29/05/2020,2020,CIRWA,null,null,Telkom,South Africa,Communication and telecommunications sector,Communications ,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://mybroadband.co.za/news/security/354585-ransomware-attackers-threaten-to-leak-telkom-client-database.html' rel='' target='_self'>https://mybroadband.co.za/news/security/354585-ransomware-attackers-threaten-to-leak-telkom-client-database.html</a>
748,28/05/2020,2020,CIRWA,null,null,Owens Ear Center (Forth Worth),United States,Critical Manufacturing,Healthcare and Public Health,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.beckersasc.com/asc-news/ransomware-attack-on-texas-ent-center-encrypts-19-908-patient-files.html' rel='' target='_self'>https://www.beckersasc.com/asc-news/ransomware-attack-on-texas-ent-center-encrypts-19-908-patient-files.html</a>
747,26/05/2020,2020,CIRWA,null,null,Rio Arriba County,United States,Government facilities sector ,Government Facilities,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.govtech.com/security/New-Mexico-County-Government-Falls-Victim-to-Ransomware.html' rel='' target='_self'>https://www.govtech.com/security/New-Mexico-County-Government-Falls-Victim-to-Ransomware.html</a>
746,25/05/2020,2020,CIRWA,null,null,Hospitals in Spain,Spain,Hospital and health sector,Healthcare and Public Health,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://es.cointelegraph.com/news/hackers-attack-spanish-hospitals-and-demand-bitcoin-amid-the-coronavirus?_ga=2.251084613.271876338.1591217116-1305333063.1591028698' rel='' target='_self'>https://es.cointelegraph.com/news/hackers-attack-spanish-hospitals-and-demand-bitcoin-amid-the-coronavirus?_ga=2.251084613.271876338.1591217116-1305333063.1591028698</a>
745,24/05/2020,2020,CIRWA,null,null,Northwest Atlantic Fisheries Organization,Canada,Agricultural sector ,"Agriculture, food and beverage",Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.seafoodsource.com/news/business-finance/northwest-atlantic-fisheries-organization-hit-by-ransomware-attack' rel='' target='_self'>https://www.seafoodsource.com/news/business-finance/northwest-atlantic-fisheries-organization-hit-by-ransomware-attack</a>
744,24/05/2020,2020,CIRWA,null,null,Max Linear,United States,Communication and telecommunications sector,Communications ,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://www.bleepingcomputer.com/news/security/chipmaker-maxlinear-reports-data-breach-after-maze-ransomware-attack/' rel='' target='_self'>https://www.bleepingcomputer.com/news/security/chipmaker-maxlinear-reports-data-breach-after-maze-ransomware-attack/</a>
743,24/05/2020,2020,CIRWA,null,null,MaxLinear (radio-frequency chip maker),United States,Communication and telecommunications sector,Communications ,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://securityboulevard.com/2020/06/maxlinear-discloses-maze-ransomware-attack-that-compromised-employee-data/' rel='' target='_self'>https://securityboulevard.com/2020/06/maxlinear-discloses-maze-ransomware-attack-that-compromised-employee-data/</a>
742,23/05/2020,2020,CIRWA,null,null,Sri Lanka Telecom,Sri Lanka,Communication and telecommunications sector,Communications ,Ransomware Attack - Blocking or encrypting machines making them unavailable until a ransom is paid.,null,null,<a href='https://srilankamirror.com/biz/18287-slt-comes-under-cyber-attack' rel='' target='_self'>https://srilankamirror.com/biz/18287-slt-comes-under-cyber-attack</a>
741,19/05/2020,2020,TI Safe,null,null,Hacker attack on EasyJet affects 9 million customers,England,Sector and Production Systems ,Aerospace,"According to the company, hackers gained access to the credit card data of 2,208 customers, with the remaining affected customers having access to email addresses and travel details. EasyJet said that these customers will be contacted in the coming days a",5,Data theft including credit cards,<a href='https://www.cisoadvisor.com.br/ataque-hacker-a-easyjet-afeta-9-milhoes-de-clientes/ ' rel='' target='_self'>https://www.cisoadvisor.com.br/ataque-hacker-a-easyjet-afeta-9-milhoes-de-clientes/ </a>
740,17/05/2020,2020,TI Safe,null,null,Cognizant loses up to $70M in Maze ransomware attack,Global,Information Technology sector ,Information Technology,Cognizant is taking an extraordinary expense that could range from $50 million to $70 million because of the ransomware attack that hit the company on April 17.,5,Delayed home office activation schedule / financial loss ($70 million),<a href='https://securityinformationnews.com/2020/05/17/cognizant-perde-ate-us-70m-no-ataque-do-maze-ransomware/ ' rel='' target='_self'>https://securityinformationnews.com/2020/05/17/cognizant-perde-ate-us-70m-no-ataque-do-maze-ransomware/ </a>
